code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
HERB16,Turmeric Extract,herbal extract,TRUE,TRUE,TRUE,Curcumin source,FALSE,FALSE,FALSE,FALSE,plant,Standardized curcumin.,"Supplements, beverages.",Anti-inflammatory.,positive,Curcuma longa,turmeric extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB17,Ginger Extract,herbal extract,TRUE,TRUE,TRUE,Digestive aid,FALSE,FALSE,FALSE,FALSE,plant,Zingiber officinale.,"Beverages, supplements.",Anti-nausea.,positive,Zingiber officinale,ginger extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB18,Garcinia Cambogia Extract,herbal extract,TRUE,TRUE,TRUE,Weight loss claims,FALSE,FALSE,FALSE,FALSE,plant,HCA source.,"Weight loss supplements.",Limited evidence.,negative,Malabar tamarind,garcinia cambogia extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB19,Rhodiola Extract,herbal extract,TRUE,TRUE,TRUE,Adaptogen,FALSE,FALSE,FALSE,FALSE,plant,Arctic root.,"Energy supplements.",Stress adaptation.,positive,Rhodiola rosea,rhodiola extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB20,Hawthorn Extract,herbal extract,TRUE,TRUE,TRUE,Heart health,FALSE,FALSE,FALSE,FALSE,plant,Crataegus species.,"Heart supplements.",Cardiovascular claims.,neutral,Crataegus,hawthorn extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB21,Elderberry Extract,herbal extract,TRUE,TRUE,TRUE,Immune support,FALSE,FALSE,FALSE,FALSE,plant,Sambucus nigra.,"Immune supplements.",Antiviral claims.,positive,Sambucus,elderberry extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB22,Cranberry Extract,herbal extract,TRUE,TRUE,TRUE,UTI prevention,FALSE,FALSE,FALSE,FALSE,plant,Vaccinium macrocarpon.,"Supplements, juices.",Urinary health.,positive,Vaccinium macrocarpon,cranberry extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB23,Bilberry Extract,herbal extract,TRUE,TRUE,TRUE,Eye health,FALSE,FALSE,FALSE,FALSE,plant,Vaccinium myrtillus.,"Eye supplements.",Vision claims.,positive,Vaccinium myrtillus,bilberry extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB24,Horse Chestnut Extract,herbal extract,TRUE,TRUE,TRUE,Vein health,FALSE,FALSE,FALSE,FALSE,plant,Aesculus hippocastanum.,"Vein supplements.",Circulation claims.,neutral,Aesculus,horse chestnut extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB25,Black Cohosh Extract,herbal extract,TRUE,TRUE,TRUE,Menopause support,FALSE,FALSE,FALSE,FALSE,plant,Actaea racemosa.,"Women's supplements.",Hormonal claims.,neutral,Cimicifuga,black cohosh extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB26,Fenugreek Extract,herbal extract,TRUE,TRUE,TRUE,Blood sugar,FALSE,FALSE,FALSE,FALSE,plant,Trigonella foenum-graecum.,"Supplements, curry.",Glucose management.,positive,Methi,fenugreek extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB27,Cinnamon Extract,herbal extract,TRUE,TRUE,TRUE,Blood sugar,FALSE,FALSE,FALSE,FALSE,plant,Cinnamomum species.,"Supplements, flavoring.",Glucose claims.,positive,Ceylon cinnamon,cinnamon extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB28,Olive Leaf Extract,herbal extract,TRUE,TRUE,TRUE,Antimicrobial,FALSE,FALSE,FALSE,FALSE,plant,Olea europaea.,"Supplements.",Oleuropein content.,positive,Olea europaea,olive leaf extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB29,Artichoke Extract,herbal extract,TRUE,TRUE,TRUE,Digestive aid,FALSE,FALSE,FALSE,FALSE,plant,Cynara scolymus.,"Digestive supplements.",Bile production.,positive,Cynara,artichoke extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB30,Dandelion Extract,herbal extract,TRUE,TRUE,TRUE,Diuretic,FALSE,FALSE,FALSE,FALSE,plant,Taraxacum officinale.,"Supplements, teas.",Water loss.,neutral,Taraxacum,dandelion extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
