additives_plus_carbs_with_sources_2025_f3ffdfc3
code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
E472e,Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids (DATEM),emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,depends (plant or animal fats),Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids (DATEM) used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,DATEM,472e; and diacetyltartaric acid esters of mono; and diglycerides of fatty acids; datem; mono; mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids (datem),472e,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E472f,Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,depends (plant or animal fats),Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,472f; and diglycerides of fatty acids; mixed acetic and tartaric acid esters of mono; mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,472f,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E473,Sucrose esters of fatty acids,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sucrose esters of fatty acids used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,473; sucrose esters of fatty acids,473,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E474,Sucroglycerides,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sucroglycerides used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,474; sucroglycerides,474,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E475,Polyglycerol esters of fatty acids,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Polyglycerol esters of fatty acids used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,475; polyglycerol esters of fatty acids,475,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E476,Polyglycerol polyricinoleate (PGPR),emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Polyglycerol polyricinoleate (PGPR) used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,PGPR; Polyglycerol polyricinoleate,476; pgpr; polyglycerol polyricinoleate; polyglycerol polyricinoleate (pgpr),476,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E477,"Propane-1,2-diol esters of fatty acids",emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),"Propane-1,2-diol esters of fatty acids used as a emulsifier.","Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,"1; 2; 477; diol esters of fatty acids; propane; propane-1,2-diol esters of fatty acids",477,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E479b,Thermally oxidised soya bean oil interacted with mono- and diglycerides of fatty acids,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,depends (plant or animal fats),Thermally oxidised soya bean oil interacted with mono- and diglycerides of fatty acids used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,479b; and diglycerides of fatty acids; thermally oxidised soya bean oil interacted with mono; thermally oxidised soya bean oil interacted with mono- and diglycerides of fatty acids,479b,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E481,Sodium stearoyl-2-lactylate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sodium stearoyl-2-lactylate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,2; 481; lactylate; sodium stearoyl; sodium stearoyl-2-lactylate,481,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E482,Calcium stearoyl-2-lactylate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium stearoyl-2-lactylate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,2; 482; calcium stearoyl; calcium stearoyl-2-lactylate; lactylate,482,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E483,Stearyl tartrate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Stearyl tartrate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,483; stearyl tartrate,483,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E491,Sorbitan monostearate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sorbitan monostearate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,491; sorbitan monostearate,491,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E492,Sorbitan tristearate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sorbitan tristearate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,492; sorbitan tristearate,492,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E493,Sorbitan monolaurate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sorbitan monolaurate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,493; sorbitan monolaurate,493,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E494,Sorbitan monooleate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sorbitan monooleate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,494; sorbitan monooleate,494,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E495,Sorbitan monopalmitate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sorbitan monopalmitate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,495; sorbitan monopalmitate,495,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E260,Acetic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Acetic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,260; acetic acid,260,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E261,Potassium acetate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Potassium acetate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,261; potassium acetate,261,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E262,Sodium acetate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sodium acetate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,262; sodium acetate,262,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E263,Calcium acetate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium acetate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,263; calcium acetate,263,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E270,Lactic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Lactic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,270; lactic acid,270,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E290,Carbon dioxide,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Carbon dioxide used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,290; carbon dioxide,290,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E296,Malic acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Malic acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,296; malic acid,296,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E297,Fumaric acid,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Fumaric acid used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,297; fumaric acid,297,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E325,Sodium lactate,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sodium lactate used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,325; sodium lactate,325,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
