id,name,simple_role,what_it_is,why_it_is_used,common_in,child_note,who_should_take_care,headline_risk_or_benefit,region_status_short,rating,quick_advice,vegan,aka_on_labels,sources_primary,last_updated,uk_grade_weight,uk_grade_note
E508,Potassium chloride (salt replacer),Processing aid / Mineral salt,"Potassium chloride (salt replacer) is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E509,Calcium chloride,Processing aid / Mineral salt,"Calcium chloride is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E510,Ammonium chloride,Processing aid / Mineral salt,"Ammonium chloride is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E511,Magnesium chloride,Processing aid / Mineral salt,"Magnesium chloride is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E512,Stannous chloride (limited uses),Processing aid / Mineral salt,"Stannous chloride (limited uses) is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E514,Sodium sulfate,Processing aid / Mineral salt,"Sodium sulfate is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E515,Potassium sulfate,Processing aid / Mineral salt,"Potassium sulfate is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E516,Calcium sulfate,Processing aid / Mineral salt,"Calcium sulfate is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E518,Magnesium sulfate,Processing aid / Mineral salt,"Magnesium sulfate is a mineral/acid used in tiny regulated amounts for processing, firming or flavour balance.",Processing quality or salt replacement.,"pickles, cheese, baking",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,These are tightly controlled in foods; normal amounts are fine.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E535,Sodium ferrocyanide,Anti-caking agent/Carrier,Sodium ferrocyanide keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E536,Potassium ferrocyanide,Anti-caking agent/Carrier,Potassium ferrocyanide keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E538,Calcium ferrocyanide,Anti-caking agent/Carrier,Calcium ferrocyanide keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E551,Silicon dioxide,Anti-caking agent/Carrier,Silicon dioxide keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E552,Calcium silicate,Anti-caking agent/Carrier,Calcium silicate keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E553b,Talc,Anti-caking agent/Carrier,Talc keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E554,Sodium aluminosilicate,Anti-caking agent/Carrier,Sodium aluminosilicate keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E555,Potassium aluminosilicate,Anti-caking agent/Carrier,Potassium aluminosilicate keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E556,Calcium aluminosilicate,Anti-caking agent/Carrier,Calcium aluminosilicate keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E558,Bentonite,Anti-caking agent/Carrier,Bentonite keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E559,Aluminium silicate (kaolin),Anti-caking agent/Carrier,Aluminium silicate (kaolin) keeps powders free-flowing and prevents clumps.,Free-flowing salt/spice mixes.,"table salt, seasonings, powdered foods",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If you prefer, choose coarse salts/spices without anti-caking agents.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E620,Glutamic acid,Flavour enhancer (umami),Glutamic acid boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E621,Monosodium glutamate (MSG),Flavour enhancer (umami),Monosodium glutamate (MSG) boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E622,Monopotassium glutamate,Flavour enhancer (umami),Monopotassium glutamate boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E623,Calcium diglutamate,Flavour enhancer (umami),Calcium diglutamate boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E627,Disodium guanylate,Flavour enhancer (umami),Disodium guanylate boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E631,Disodium inosinate,Flavour enhancer (umami),Disodium inosinate boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E635,Disodium 5′-ribonucleotides,Flavour enhancer (umami),Disodium 5′-ribonucleotides boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E640,Glycine and sodium glycinate,Flavour enhancer (umami),Glycine and sodium glycinate boosts savoury/umami taste so recipes need less added salt.,Enhances savoury impact.,"soups, snacks, instant noodles, sauces",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"If sensitive to MSG/ribonucleotides, pick products using natural umami (tomato, mushroom, seaweed).",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E420,Sorbitol,Sweetener,Sorbitol provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E421,Mannitol,Sweetener,Mannitol provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E950,Acesulfame K,Sweetener,Acesulfame K provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
